"Image type","Feature Class","Feature Name","Segmentation_segment_Segment_1"
"diagnostics","Versions","PyRadiomics","v3.1.0.post2+g146e3bd"
"diagnostics","Versions","Numpy","1.26.4"
"diagnostics","Versions","SimpleITK","2.4.0rc2.dev213"
"diagnostics","Versions","PyWavelet","1.6.0"
"diagnostics","Versions","Python","3.9.10"
"diagnostics","Configuration","Settings","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}"
"diagnostics","Configuration","EnabledImageTypes","{'Original': {}}"
"diagnostics","Image-original","Hash","20100424f5dbcedc1a4991dab92ff99d6a113b3f"
"diagnostics","Image-original","Dimensionality","3D"
"diagnostics","Image-original","Spacing","(0.9765625, 0.9765625000000002, 1.000000000000017)"
"diagnostics","Image-original","Size","(256, 256, 176)"
"diagnostics","Image-original","Mean","17.672491160306063"
"diagnostics","Image-original","Minimum","0.0"
"diagnostics","Image-original","Maximum","212.0"
"diagnostics","Mask-original","Hash","707426f15ddd5f29a69c513c8b0bb940be72272a"
"diagnostics","Mask-original","Spacing","(0.9765625, 0.9765625000000002, 1.000000000000017)"
"diagnostics","Mask-original","Size","(256, 256, 176)"
"diagnostics","Mask-original","BoundingBox","(81, 85, 129, 50, 80, 1)"
"diagnostics","Mask-original","VoxelNum","2785"
"diagnostics","Mask-original","VolumeNum","1"
"diagnostics","Mask-original","CenterOfMassIndex","(108.14147217235188, 122.74326750448833, 129.0)"
"diagnostics","Mask-original","CenterOfMass","(-29.03332244928002, -27.321660457203535, 33.20873883740022)"
"original","firstorder","10Percentile","77.0"
"original","firstorder","90Percentile","128.0"
"original","firstorder","Energy","31188634.0"
"original","firstorder","Entropy","1.884730714394412"
"original","firstorder","InterquartileRange","24.0"
"original","firstorder","Kurtosis","6.697358193212039"
"original","firstorder","Maximum","169.0"
"original","firstorder","MeanAbsoluteDeviation","17.1920587657011"
"original","firstorder","Mean","103.02980251346499"
"original","firstorder","Median","107.0"
"original","firstorder","Minimum","0.0"
"original","firstorder","Range","169.0"
"original","firstorder","RobustMeanAbsoluteDeviation","10.52802720504828"
"original","firstorder","RootMeanSquared","105.82434210712461"
"original","firstorder","Skewness","-1.4781910853067348"
"original","firstorder","TotalEnergy","29743799.20959524"
"original","firstorder","Uniformity","0.3454274469861306"
"original","firstorder","Variance","583.6511764421481"
"original","glcm","Autocorrelation","22.367944658230073"
"original","glcm","ClusterProminence","61.929694729826004"
"original","glcm","ClusterShade","-7.42082829684174"
"original","glcm","ClusterTendency","3.2037264866133106"
"original","glcm","Contrast","0.6896327995923969"
"original","glcm","Correlation","0.6451553086436314"
"original","glcm","DifferenceAverage","0.49487063361707057"
"original","glcm","DifferenceEntropy","1.2740838626947446"
"original","glcm","DifferenceVariance","0.44131766227691716"
"original","glcm","Id","0.7791843043711988"
"original","glcm","Idm","0.7713400602248394"
"original","glcm","Idmn","0.9869733602593169"
"original","glcm","Idn","0.9406306979949046"
"original","glcm","Imc1","-0.2116292620478985"
"original","glcm","Imc2","0.7319189761653503"
"original","glcm","InverseVariance","0.374737578206609"
"original","glcm","JointAverage","4.662552981519494"
"original","glcm","JointEnergy","0.1707081297331089"
"original","glcm","JointEntropy","3.3378246662079962"
"original","glcm","MCC","0.6776658894220557"
"original","glcm","MaximumProbability","0.3476953513782061"
"original","glcm","SumAverage","9.325105963038988"
"original","glcm","SumEntropy","2.6626343334801574"
"original","glcm","SumSquares","0.9733398215514268"
"original","gldm","DependenceEntropy","4.755102496530706"
"original","gldm","DependenceNonUniformity","343.08689407540396"
"original","gldm","DependenceNonUniformityNormalized","0.12319098530535151"
"original","gldm","DependenceVariance","4.921383018156384"
"original","gldm","GrayLevelNonUniformity","962.0154398563734"
"original","gldm","GrayLevelVariance","1.0045961791979992"
"original","gldm","HighGrayLevelEmphasis","22.556193895870734"
"original","gldm","LargeDependenceEmphasis","35.26427289048474"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","823.3174147217235"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","2.118109741203483"
"original","gldm","LowGrayLevelEmphasis","0.0710371014952959"
"original","gldm","SmallDependenceEmphasis","0.09392039003579356"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","1.9302854520989194"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.009113663020883045"
"original","glrlm","GrayLevelNonUniformity","323.2216406256091"
"original","glrlm","GrayLevelNonUniformityNormalized","0.26570707401634996"
"original","glrlm","GrayLevelVariance","1.3666590302206978"
"original","glrlm","HighGrayLevelRunEmphasis","21.72116858634246"
"original","glrlm","LongRunEmphasis","10.465598306268667"
"original","glrlm","LongRunHighGrayLevelEmphasis","245.29873809159136"
"original","glrlm","LongRunLowGrayLevelEmphasis","0.596631558100214"
"original","glrlm","LowGrayLevelRunEmphasis","0.08195626809347387"
"original","glrlm","RunEntropy","4.268472313206951"
"original","glrlm","RunLengthNonUniformity","400.2631441316599"
"original","glrlm","RunLengthNonUniformityNormalized","0.32594294260255646"
"original","glrlm","RunPercentage","0.43644524236983845"
"original","glrlm","RunVariance","5.085287019493619"
"original","glrlm","ShortRunEmphasis","0.5810618702295923"
"original","glrlm","ShortRunHighGrayLevelEmphasis","12.213901242832954"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.0514540391974022"
"original","glszm","GrayLevelNonUniformity","45.73504273504273"
"original","glszm","GrayLevelNonUniformityNormalized","0.1954489005771057"
"original","glszm","GrayLevelVariance","2.308349769888231"
"original","glszm","HighGrayLevelZoneEmphasis","19.35042735042735"
"original","glszm","LargeAreaEmphasis","8075.978632478633"
"original","glszm","LargeAreaHighGrayLevelEmphasis","197774.09829059828"
"original","glszm","LargeAreaLowGrayLevelEmphasis","337.3224672703839"
"original","glszm","LowGrayLevelZoneEmphasis","0.11889089966470918"
"original","glszm","SizeZoneNonUniformity","67.63247863247864"
"original","glszm","SizeZoneNonUniformityNormalized","0.2890276864635839"
"original","glszm","SmallAreaEmphasis","0.5544736423054497"
"original","glszm","SmallAreaHighGrayLevelEmphasis","10.846241603742826"
"original","glszm","SmallAreaLowGrayLevelEmphasis","0.06324160371628391"
"original","glszm","ZoneEntropy","4.893538742967512"
"original","glszm","ZonePercentage","0.08402154398563734"
"original","glszm","ZoneVariance","7934.327945795894"
"original","ngtdm","Busyness","7.385030597126421"
"original","ngtdm","Coarseness","0.003286684789795582"
"original","ngtdm","Complexity","8.118027833197479"
"original","ngtdm","Contrast","0.01893345839459671"
"original","ngtdm","Strength","0.06880544447419162"
