"Image type","Feature Class","Feature Name","Segmentation_segment_Segment_1"
"diagnostics","Versions","PyRadiomics","v3.1.0.post2+g146e3bd"
"diagnostics","Versions","Numpy","1.26.4"
"diagnostics","Versions","SimpleITK","2.4.0rc2.dev213"
"diagnostics","Versions","PyWavelet","1.6.0"
"diagnostics","Versions","Python","3.9.10"
"diagnostics","Configuration","Settings","{'minimumROIDimensions': 2, 'minimumROISize': None, 'normalize': False, 'normalizeScale': 1, 'removeOutliers': None, 'resampledPixelSpacing': None, 'interpolator': 'sitkBSpline', 'preCrop': False, 'padDistance': 5, 'distances': [1], 'force2D': False, 'force2Ddimension': 0, 'resegmentRange': None, 'label': 1, 'additionalInfo': True, 'binWidth': 25.0, 'symmetricalGLCM': True, 'correctMask': True}"
"diagnostics","Configuration","EnabledImageTypes","{'Original': {}}"
"diagnostics","Image-original","Hash","9f84f9e77dcd1e4e0fd513d8e6319389131f7ac2"
"diagnostics","Image-original","Dimensionality","3D"
"diagnostics","Image-original","Spacing","(0.7812499999999998, 0.7812499999999993, 6.249999880763404)"
"diagnostics","Image-original","Size","(260, 320, 25)"
"diagnostics","Image-original","Mean","127.65115432692308"
"diagnostics","Image-original","Minimum","0.0"
"diagnostics","Image-original","Maximum","1215.0"
"diagnostics","Mask-original","Hash","8e3a113b4c8d485ce06ffa0300ff277ba226c81b"
"diagnostics","Mask-original","Spacing","(0.7812499999999998, 0.7812499999999993, 6.249999880763404)"
"diagnostics","Mask-original","Size","(260, 320, 25)"
"diagnostics","Mask-original","BoundingBox","(55, 114, 16, 83, 98, 1)"
"diagnostics","Mask-original","VoxelNum","6504"
"diagnostics","Mask-original","VolumeNum","1"
"diagnostics","Mask-original","CenterOfMassIndex","(94.95910209102091, 162.4887761377614, 16.0)"
"diagnostics","Mask-original","CenterOfMass","(-33.30903640399352, 8.071676772716415, 56.75869606377796)"
"original","firstorder","10Percentile","492.30000000000007"
"original","firstorder","90Percentile","704.0"
"original","firstorder","Energy","2194776826.0"
"original","firstorder","Entropy","3.4859761072765503"
"original","firstorder","InterquartileRange","67.0"
"original","firstorder","Kurtosis","4.404275914193193"
"original","firstorder","Maximum","892.0"
"original","firstorder","MeanAbsoluteDeviation","62.00245208171639"
"original","firstorder","Mean","574.6291512915129"
"original","firstorder","Median","554.0"
"original","firstorder","Minimum","294.0"
"original","firstorder","Range","598.0"
"original","firstorder","RobustMeanAbsoluteDeviation","35.12130429899365"
"original","firstorder","RootMeanSquared","580.9047353057255"
"original","firstorder","Skewness","1.1635511297436125"
"original","firstorder","TotalEnergy","8372408997.071696"
"original","firstorder","Uniformity","0.1311516689890146"
"original","firstorder","Variance","7251.649986610569"
"original","glcm","Autocorrelation","167.27847527285263"
"original","glcm","ClusterProminence","8484.525945296366"
"original","glcm","ClusterShade","347.0180349562726"
"original","glcm","ClusterTendency","43.61767189986389"
"original","glcm","Contrast","2.7928751246054473"
"original","glcm","Correlation","0.8796583163198654"
"original","glcm","DifferenceAverage","1.0372558764627957"
"original","glcm","DifferenceEntropy","1.9493615625290475"
"original","glcm","DifferenceVariance","1.7000255420111083"
"original","glcm","Id","0.6470021898541733"
"original","glcm","Idm","0.6181767945518556"
"original","glcm","Idmn","0.9956905984209679"
"original","glcm","Idn","0.9623596502387657"
"original","glcm","Imc1","-0.32244567302056576"
"original","glcm","Imc2","0.9429877220494827"
"original","glcm","InverseVariance","0.4329163971795784"
"original","glcm","JointAverage","12.53284634771735"
"original","glcm","JointEnergy","0.04391475613384867"
"original","glcm","JointEntropy","5.820369451088609"
"original","glcm","MCC","0.8936590791460942"
"original","glcm","MaximumProbability","0.12222496981849978"
"original","glcm","SumAverage","25.065692695434713"
"original","glcm","SumEntropy","4.392239666109376"
"original","glcm","SumSquares","11.602636756117338"
"original","gldm","DependenceEntropy","6.239647560123673"
"original","gldm","DependenceNonUniformity","868.7995079950799"
"original","gldm","DependenceNonUniformityNormalized","0.133579260146845"
"original","gldm","DependenceVariance","4.43501018958529"
"original","gldm","GrayLevelNonUniformity","853.010455104551"
"original","gldm","GrayLevelVariance","11.66389677503786"
"original","gldm","HighGrayLevelEmphasis","167.95233702337023"
"original","gldm","LargeDependenceEmphasis","20.97078720787208"
"original","gldm","LargeDependenceHighGrayLevelEmphasis","3065.5731857318574"
"original","gldm","LargeDependenceLowGrayLevelEmphasis","0.17048390585047926"
"original","gldm","LowGrayLevelEmphasis","0.007940778853356013"
"original","gldm","SmallDependenceEmphasis","0.18982072298106292"
"original","gldm","SmallDependenceHighGrayLevelEmphasis","36.01884259450529"
"original","gldm","SmallDependenceLowGrayLevelEmphasis","0.0015642745372821188"
"original","glrlm","GrayLevelNonUniformity","403.7309459444624"
"original","glrlm","GrayLevelNonUniformityNormalized","0.10048246522886532"
"original","glrlm","GrayLevelVariance","13.434283577690524"
"original","glrlm","HighGrayLevelRunEmphasis","178.42799275339883"
"original","glrlm","LongRunEmphasis","4.396714135977429"
"original","glrlm","LongRunHighGrayLevelEmphasis","672.7521287083483"
"original","glrlm","LongRunLowGrayLevelEmphasis","0.035224586055046636"
"original","glrlm","LowGrayLevelRunEmphasis","0.00787071190205806"
"original","glrlm","RunEntropy","5.144416648055223"
"original","glrlm","RunLengthNonUniformity","2043.4901553825243"
"original","glrlm","RunLengthNonUniformityNormalized","0.5074369388028471"
"original","glrlm","RunPercentage","0.6166974169741698"
"original","glrlm","RunVariance","1.7394693273813853"
"original","glrlm","ShortRunEmphasis","0.7395800345714421"
"original","glrlm","ShortRunHighGrayLevelEmphasis","137.24348240974805"
"original","glrlm","ShortRunLowGrayLevelEmphasis","0.005780018373615199"
"original","glszm","GrayLevelNonUniformity","99.91580502215658"
"original","glszm","GrayLevelNonUniformityNormalized","0.07379306131621607"
"original","glszm","GrayLevelVariance","15.346013998677806"
"original","glszm","HighGrayLevelZoneEmphasis","196.56056129985228"
"original","glszm","LargeAreaEmphasis","1200.181683899557"
"original","glszm","LargeAreaHighGrayLevelEmphasis","156575.39586410637"
"original","glszm","LargeAreaLowGrayLevelEmphasis","9.435680881992132"
"original","glszm","LowGrayLevelZoneEmphasis","0.008035430501950084"
"original","glszm","SizeZoneNonUniformity","425.4076809453471"
"original","glszm","SizeZoneNonUniformityNormalized","0.3141858795755887"
"original","glszm","SmallAreaEmphasis","0.578350485733271"
"original","glszm","SmallAreaHighGrayLevelEmphasis","112.18077874071784"
"original","glszm","SmallAreaLowGrayLevelEmphasis","0.0050117701168144995"
"original","glszm","ZoneEntropy","6.247486153991526"
"original","glszm","ZonePercentage","0.20817958179581797"
"original","glszm","ZoneVariance","1177.1076388358583"
"original","ngtdm","Busyness","1.2418005045045044"
"original","ngtdm","Coarseness","0.0022648891914106473"
"original","ngtdm","Complexity","162.0111144352848"
"original","ngtdm","Contrast","0.027392843625767414"
"original","ngtdm","Strength","0.700152964887142"
